
> javascript@1.0.0 test
> vitest run


 RUN  v1.6.0 /Users/kamalsalah/Desktop/Thesis/finalEvaluation/evaluation/JavaScript
 ✓ Dynamic-Programming/tests/Abbreviation.test.js  (2 tests) 2ms
 ✓ Maths/test/Pow.test.js  (9 tests) 2ms
 ✓ Hashes/tests/MD5.test.js  (3 tests) 2ms
 ✓ Maths/test/Determinant.test.js  (7 tests) 4ms
 ✓ String/test/PatternMatching.test.js  (4 tests) 2ms
 ✓ Backtracking/tests/GeneratePermutations.test.js  (4 tests) 228ms
 ✓ Conversions/test/HexToBinary.test.js  (6 tests) 5ms
 ✓ Conversions/test/Base64ToArrayBuffer.test.js  (3 tests) 2ms
 ✓ String/test/LevenshteinDistance.test.js  (1 test) 2ms
 ✓ Data-Structures/Queue/test/Queue.test.js  (7 tests) 3ms
 ✓ Sorts/test/StoogeSort.test.js  (5 tests) 2ms
 ✓ Data-Structures/Linked-List/test/MergeTwoSortedLinkedLists.test.js  (3 tests) 2ms
 ✓ String/test/LengthofLongestSubstringWithoutRepetition.test.js  (4 tests) 4ms
 ✓ Maths/test/ParityOutlier.test.js  (4 tests) 2ms
 ✓ Trees/test/BreadthFirstTreeTraversal.test.js  (3 tests) 2ms
 ✓ Maths/test/BinomialCoefficient.test.js  (6 tests) 3ms
 ✓ Search/test/BinarySearch.test.js  (8 tests) 2ms
 ✓ Timing-Functions/test/ParseDate.test.js  (18 tests) 5ms
 ✓ Dynamic-Programming/tests/UniquePaths2.test.js  (3 tests) 3ms
 ✓ Data-Structures/Linked-List/test/CycleDetection.test.js  (2 tests) 1ms
 ✓ Data-Structures/Array/test/LocalMaximomPoint.test.js  (5 tests) 2ms
 ✓ String/test/CountLetters.test.js  (6 tests) 4ms
 ✓ Sorts/test/FlashSort.test.js  (4 tests) 2ms
 ✓ Hashes/tests/SHA256.test.js  (6 tests) 6ms
 ✓ Maths/test/LiouvilleFunction.test.js  (102 tests) 7ms
 ✓ Recursive/test/LetterCombination.test.js  (3 tests) 2ms
 ✓ Data-Structures/Linked-List/test/CycleDetectionII.test.js  (4 tests) 1ms
 ✓ Bit-Manipulation/test/BinaryCountSetBits.test.js  (8 tests) 3ms
 ✓ Recursive/test/BinarySearch.test.js  (5 tests) 2ms
 ✓ Sorts/test/SelectionSort.test.js  (3 tests) 6ms
 ✓ Maths/test/MobiusFunction.test.js  (102 tests) 7ms
 ✓ Conversions/test/ArrayBufferToBase64.test.js  (3 tests) 1ms
 ✓ Data-Structures/Graph/test/Graph2.test.js  (1 test) 2ms
 ✓ Graphs/test/BellmanFord.test.js  (3 tests) 2ms
 ✓ Geometry/Test/ConvexHullGraham.test.js  (2 tests) 4ms
 ✓ Sorts/test/CountingSort.test.js  (4 tests) 2ms
 ✓ String/test/AlphaNumericPalindrome.test.js  (3 tests) 2ms
 ✓ Maths/test/Palindrome.test.js  (8 tests) 2ms
 ✓ Sorts/test/InsertionSort.test.js  (3 tests) 2ms
 ✓ Conversions/test/RgbHslConversion.test.js  (10 tests) 6ms
 ✓ Maths/test/ExtendedEuclideanGCD.test.js  (3 tests) 2ms
 ✓ Dynamic-Programming/tests/ZeroOneKnapsack.test.js  (3 tests) 1ms
 ✓ Sorts/test/FisherYatesShuffle.test.js  (2 tests) 3ms
 ✓ String/test/KMPPatternSearching.test.js  (4 tests) 2ms
 ✓ Maths/test/IsDivisible.test.js  (20 tests) 4ms
 ✓ String/test/PermutateString.test.js  (4 tests) 2ms
 ✓ Project-Euler/test/Problem025.test.js  (6 tests) 29ms
 ✓ Maths/test/IntToBase.test.js  (5 tests) 3ms
 ✓ Hashes/tests/SHA1.test.js  (7 tests) 7ms
 ✓ Bit-Manipulation/test/GenerateSubSets.test.js  (1 test) 2ms
 ✓ Maths/test/MidpointIntegration.test.js  (3 tests) 10ms
 ✓ Maths/test/SimpsonIntegration.test.js  (3 tests) 3ms
 ✓ Search/test/RabinKarp.test.js  (3 tests) 4ms
 ✓ Sorts/test/PancakeSort.test.js  (3 tests) 2ms
 ✓ Timing-Functions/test/GetMonthDays.test.js  (25 tests) 4ms
 ✓ Maths/test/AutomorphicNumber.test.js  (10 tests) 2ms
 ✓ Conversions/test/RailwayTimeConversion.test.js  (5 tests) 3ms
 ✓ Recursive/test/Factorial.test.js  (3 tests) 2ms
 ✓ Ciphers/test/CaesarCipher.test.js  (2 tests) 5ms
 ✓ Maths/test/SquareRoot.test.js  (7 tests) 2ms
 ✓ Sorts/test/SecondLargestElement.test.js  (4 tests) 4ms
 ✓ Maths/test/EulerMethod.test.js  (2 tests) 4ms
 ✓ Maths/test/CoPrimeCheck.test.js  (14 tests) 4ms
 ✓ String/test/ValidateEmail.test.js  (5 tests) 5ms
 ✓ Recursive/test/Partition.test.js  (4 tests) 2ms
 ✓ Search/test/FibonacciSearch.test.js  (3 tests) 3ms
 ✓ Sorts/test/SimplifiedWiggleSort.test.js  (4 tests) 2ms
 ✓ Sorts/test/MergeSort.test.js  (3 tests) 2ms
 ✓ Maths/test/CountNumbersDivisible.test.js  (7 tests) 4ms
 ✓ Graphs/test/BreadthFirstShortestPath.test.js  (1 test) 1ms
 ✓ Ciphers/test/ROT13.test.js  (2 tests) 4ms
 ✓ Maths/test/EuclideanDistance.test.js  (4 tests) 2ms
 ✓ Conversions/test/DateToDay.test.js  (14 tests) 4ms
 ✓ Maths/test/Mandelbrot.test.js  (3 tests) 371ms
 ✓ String/test/CheckFlatCase.test.js  (4 tests) 3ms
 ✓ Sorts/test/HeapSort.test.js  (4 tests) 4ms
 ✓ Maths/test/BInaryConvert.test.js  (6 tests) 4ms
 ✓ Recursive/test/Palindrome.test.js  (4 tests) 2ms
 ✓ Maths/test/TwoSum.test.js  (7 tests) 2ms
 ✓ Maths/test/FermatPrimalityTest.test.js  (2 tests) 6ms
 ✓ Dynamic-Programming/tests/LongestIncreasingSubsequence.test.js  (16 tests) 2ms
 ✓ Sorts/test/OddEvenSort.test.js  (4 tests) 4ms
 ✓ Maths/test/ShorsAlgorithm.test.js  (10 tests) 619ms
 ✓ Recursive/test/KochSnowflake.test.js  (1 test) 1ms
 ✓ Sorts/test/ShellSort.test.js  (4 tests) 2ms
 ✓ Conversions/test/LowerCaseConversion.test.js  (5 tests) 3ms
 ✓ Maths/test/HexagonalNumber.test.js  (24 tests) 3ms
 ✓ Ciphers/test/MorseCode.test.js  (3 tests) 2ms
 ✓ Sorts/test/TimSort.test.js  (4 tests) 3ms
 ✓ Data-Structures/Stack/test/EvaluateExpression.test.js  (3 tests) 1ms
 ✓ Ciphers/test/XORCipher.test.js  (2 tests) 3ms
 ✓ Maths/test/IsEven.test.js  (4 tests) 2ms
 ✓ Project-Euler/test/Problem023.test.js  (5 tests) 1898ms
 ✓ Maths/test/MeanSquareError.test.js  (3 tests) 3ms
 ✓ Sorts/test/BogoSort.test.js  (5 tests) 7ms
 ✓ String/test/CheckCamelCase.test.js  (4 tests) 3ms
 ✓ String/test/FormatPhoneNumber.test.js  (2 tests) 3ms
 ✓ Graphs/test/BreadthFirstSearch.test.js  (1 test) 2ms
 ✓ String/test/ReverseWords.test.js  (5 tests) 3ms
 ✓ Maths/test/GridGet.test.js  (4 tests) 2ms
 ✓ Maths/test/IsOdd.test.js  (4 tests) 3ms
 ✓ Conversions/test/OctToDecimal.test.js  (5 tests) 3ms
 ✓ String/test/DiceCoefficient.test.js  (1 test) 1ms
 ✓ Maths/test/CircularArc.test.js  (2 tests) 2ms
 ✓ Maths/test/GetEuclidGCD.test.js  (18 tests) 4ms
 ✓ Data-Structures/Linked-List/test/AddTwoNumbers.test.js  (1 test) 1ms
 ✓ Dynamic-Programming/tests/LongestPalindromicSubsequence.test.js  (4 tests) 4ms
 ✓ Project-Euler/test/Problem001.test.js  (4 tests) 4ms
 ✓ Maths/test/AverageMedian.test.js  (4 tests) 2ms
 ✓ Maths/test/FindHcf.test.js  (4 tests) 2ms
 ✓ Maths/test/Factorial.test.js  (4 tests) 2ms
 ✓ String/test/CheckRearrangePalindrome.test.js  (4 tests) 1ms
 ✓ String/test/AlternativeStringArrange.test.js  (3 tests) 2ms
 ✓ Conversions/test/DecimalToBinary.test.js  (5 tests) 2ms
 ✓ Maths/test/LeapYear.test.js  (6 tests) 2ms
 ✓ Backtracking/tests/KnightTour.test.js  (2 tests) 1090ms
 ✓ Graphs/test/PrimMST.test.js  (1 test) 3ms
 ✓ Conversions/test/BinaryToHex.test.js  (4 tests) 2ms
 ✓ Maths/test/JugglerSequence.test.js  (3 tests) 2ms
 ✓ Trees/test/FenwickTree.test.js  (2 tests) 2ms
 ✓ Dynamic-Programming/tests/NumberOfSubsetEqualToGivenSum.test.js  (12 tests) 3ms
 ✓ String/test/HammingDistance.test.js  (4 tests) 2ms
 ✓ String/test/MaxCharacter.test.js  (2 tests) 3ms
 ✓ Dynamic-Programming/tests/SieveOfEratosthenes.test.js  (5 tests) 3ms
 ✓ Project-Euler/test/Problem028.test.js  (4 tests) 3ms
 ✓ Dynamic-Programming/tests/LongestValidParentheses.test.js  (4 tests) 4ms
 ✓ Maths/test/PascalTriangle.test.js  (6 tests) 4ms
 ✓ Graphs/test/NumberOfIslands.test.js  (3 tests) 3ms
 ✓ String/test/CheckPascalCase.test.js  (4 tests) 3ms
 ✓ Project-Euler/test/Problem035.test.js  (4 tests) 57ms
 ✓ String/test/PercentageOfLetters.test.js  (3 tests) 2ms
 ✓ Dynamic-Programming/Sliding-Window/test/LongestSubstringWithoutRepeatingCharacters.test.js  (1 test) 4ms
 ✓ Sorts/test/PigeonHoleSort.test.js  (3 tests) 1ms
 ✓ Dynamic-Programming/Sliding-Window/test/HouseRobber.test.js  (4 tests) 1ms
 ✓ Conversions/test/DecimalToOctal.test.js  (5 tests) 3ms
 ✓ Sorts/test/GnomeSort.test.js  (3 tests) 2ms
 ✓ Maths/test/NumberOfDigits.test.js  (6 tests) 4ms
 ✓ Dynamic-Programming/tests/LevenshteinDistance.test.js  (3 tests) 2ms
 ✓ Bit-Manipulation/test/IsPowerOfTwo.test.js  (5 tests) 2ms
 ✓ Dynamic-Programming/tests/EditDistance.test.js  (3 tests) 2ms
 ✓ Maths/test/ZellersCongruenceAlgorithm.test.js  (5 tests) 2ms
 ✓ Ciphers/test/Atbash.test.js  (2 tests) 5ms
 ✓ String/test/BoyerMoore.test.js  (2 tests) 1ms
 ✓ Search/test/ExponentialSearch.test.js  (2 tests) 3ms
 ✓ Conversions/test/RGBToHex.test.js  (4 tests) 3ms
 ✓ String/test/CheckSnakeCase.test.js  (3 tests) 4ms
 ✓ String/test/CheckPalindrome.test.js  (3 tests) 3ms
 ✓ Search/test/jumpSearch.test.js  (3 tests) 2ms
 ✓ Maths/test/DegreeToRadian.test.js  (4 tests) 2ms
 ✓ Dynamic-Programming/tests/FibonacciNumber.test.js  (5 tests) 3ms
 ✓ Maths/test/RadianToDegree.test.js  (4 tests) 1ms
 ✓ Sorts/test/SwapSort.test.js  (3 tests) 4ms
 ✓ Maths/test/AverageMean.test.js  (4 tests) 2ms
 ✓ Data-Structures/Linked-List/test/ReverseSinglyLinkedList.test.js  (1 test) 1ms
 ✓ String/test/Lower.test.js  (3 tests) 5ms
 ✓ Graphs/test/Kosaraju.test.js  (2 tests) 2ms
 ✓ Maths/test/IsPronic.test.js  (2501 tests) 110ms
 ✓ Backtracking/tests/NQueens.test.js  (3 tests) 10ms
 ✓ Conversions/test/HexToRGB.test.js  (3 tests) 2ms
 ✓ Project-Euler/test/Problem007.test.js  (4 tests) 7ms
 ✓ Project-Euler/test/Problem010.test.js  (3 tests) 2ms
 ✓ Backtracking/tests/AllCombinationsOfSizeK.test.js  (2 tests) 2ms
 ✓ Project-Euler/test/Problem017.test.js  (5 tests) 4ms
 ✓ Maths/test/MeanAbsoluteDeviation.test.js  (3 tests) 2ms
 ✓ Sorts/test/RadixSort.test.js  (3 tests) 3ms
 ✓ Dynamic-Programming/Sliding-Window/test/MaxConsecutiveOnes.test.js  (4 tests) 3ms
 ✓ Conversions/test/HexToDecimal.test.js  (16 tests) 4ms
 ✓ Maths/test/QuadraticRoots.test.js  (3 tests) 2ms
 ✓ Maths/test/CheckKishnamurthyNumber.test.js  (13 tests) 3ms
 ✓ Search/test/SlidingWindow.test.js  (3 tests) 3ms
 ✓ Dynamic-Programming/tests/FastFibonacciNumber.test.js  (8 tests) 5ms
 ✓ Bit-Manipulation/test/GrayCodes.test.js  (5 tests) 2ms
 ✓ Sorts/test/HeapSortV2.test.js  (3 tests) 2ms
 ✓ Backtracking/tests/MColoringProblem.test.js  (2 tests) 3ms
 ✓ Recursive/test/BinaryEquivalent.test.js  (4 tests) 2ms
 ✓ Maths/test/ExponentialFunction.test.js  (3 tests) 2ms
 ✓ Dynamic-Programming/tests/CatalanNumbers.test.js  (1 test) 3ms
 ✓ Maths/test/SumOfGeometricProgression.test.js  (3 tests) 2ms
 ✓ Maths/test/LinearSieve.test.js  (2 tests) 57ms
 ✓ Conversions/test/DecimalToHex.test.js  (3 tests) 2ms
 ✓ Maths/test/SquareRootLogarithmic.test.js  (2 tests) 2ms
 ✓ Sorts/test/CocktailShakerSort.test.js  (2 tests) 2ms
 ✓ Conversions/test/BinaryToDecimal.test.js  (3 tests) 2ms
 ✓ Project-Euler/test/Problem002.test.js  (3 tests) 2ms
 ✓ Project-Euler/test/Problem021.test.js  (3 tests) 64ms
 ✓ String/test/CreatePermutations.test.js  (2 tests) 2ms
 ✓ Search/test/InterpolationSearch.test.js  (2 tests) 2ms
 ✓ Maths/test/FareyApproximation.test.js  (2 tests) 1ms
 ✓ String/test/CheckKebabCase.test.js  (3 tests) 2ms
 ✓ Maths/test/SumOfDigits.test.js  (3 tests) 1ms
 ✓ Project-Euler/test/Problem006.test.js  (2 tests) 2ms
 ✓ Dynamic-Programming/tests/RodCutting.test.js  (5 tests) 4ms
 ✓ Dynamic-Programming/tests/TribonacciNumber.test.js  (5 tests) 3ms
 ✓ Conversions/test/DecimalToRoman.test.js  (3 tests) 2ms
 ✓ Bit-Manipulation/test/SetBit.test.js  (4 tests) 3ms
 ✓ Maths/test/FindMin.test.js  (3 tests) 2ms
 ✓ Dynamic-Programming/Sliding-Window/test/MaxConsecutiveOnesIII.test.js  (3 tests) 2ms
 ✓ Ciphers/test/KeywordShiftedAlphabet.test.js  (2 tests) 1ms
 ✓ Sorts/test/QuickSort.test.js  (2 tests) 3ms
 ✓ Dynamic-Programming/Sliding-Window/test/PermutationinString.test.js  (1 test) 2ms
 ✓ Sorts/test/FindSecondLargestElement.test.js  (2 tests) 3ms
 ✓ String/test/ScrambleStrings.test.js  (3 tests) 1ms
 ✓ Project-Euler/test/Problem020.test.js  (3 tests) 18ms
 ✓ Maths/test/SieveOfEratosthenes.test.js  (1 test) 3ms
 ✓ Bit-Manipulation/test/NextPowerOfTwo.test.js  (8 tests) 2ms
 ✓ Ciphers/test/VigenereCipher.test.js  (2 tests) 1ms
 ✓ Maths/test/ArmstrongNumber.test.js  (3 tests) 2ms
 ✓ Navigation/test/Haversine.test.js  (2 tests) 3ms
 ✓ Project-Euler/test/Problem016.test.js  (3 tests) 83ms
 ✓ Maths/test/PermutationAndCombination.test.js  (3 tests) 2ms
 ✓ Maths/test/PrimeCheck.test.js  (3 tests) 1ms
 ✓ Maths/test/PowLogarithmic.test.js  (3 tests) 2ms
 ✓ Maths/test/Softmax.test.js  (2 tests) 2ms
 ✓ Sorts/test/BeadSort.test.js  (2 tests) 3ms
 ✓ Backtracking/tests/SumOfSubset.test.js  (1 test) 3ms
 ✓ Maths/test/SieveOfEratosthenesIntArray.test.js  (1 test) 2ms
 ✓ Sorts/test/DutchNationalFlagSort.test.js  (1 test) 4ms
 ✓ Recursive/test/PalindromePartitioning.test.js  (1 test) 4ms
 ✓ Dynamic-Programming/tests/ClimbingStairs.test.js  (4 tests) 2ms
 ✓ Recursive/test/FibonacciNumberRecursive.test.js  (4 tests) 1ms
 ✓ Geometry/Test/Pyramid.test.js  (2 tests) 3ms
 ✓ Maths/test/BinaryExponentiationIterative.test.js  (3 tests) 2ms
 ✓ Maths/test/PerfectCube.test.js  (2 tests) 1ms
 ✓ Geometry/Test/Sphere.test.js  (2 tests) 2ms
 ✓ Maths/test/ReverseNumber.test.js  (5 tests) 3ms
 ✓ Geometry/Test/Cone.test.js  (2 tests) 2ms
 ✓ Maths/test/LucasSeries.test.js  (3 tests) 2ms
 ✓ Data-Structures/Tree/test/SegmentTree.test.js  (2 tests) 1ms
 ✓ Maths/test/BinaryExponentiationRecursive.test.js  (2 tests) 2ms
 ✓ String/test/MaxWord.test.js  (2 tests) 1ms
 ✓ Project-Euler/test/Problem003.test.js  (2 tests) 2ms
 ✓ Maths/test/ReversePolishNotation.test.js  (2 tests) 3ms
 ✓ Maths/test/EulersTotientFunction.test.js  (2 tests) 3ms
 ✓ Conversions/test/MeterToFeetConversion.test.js  (2 tests) 1ms
 ✓ Cellular-Automata/test/ConwaysGameOfLife.test.js  (1 test) 1ms
 ✓ Maths/test/PerfectSquare.test.js  (2 tests) 2ms
 ✓ Maths/test/Signum.test.js  (4 tests) 2ms
 ✓ Dynamic-Programming/tests/TrappingRainWater.test.js  (2 tests) 1ms
 ✓ Maths/test/PrimeFactors.test.js  (2 tests) 3ms
 ✓ String/test/FirstUniqueCharacter.test.js  (1 test) 2ms
 ✓ Geometry/Test/Circle.test.js  (2 tests) 2ms
 ✓ Dynamic-Programming/tests/KadaneAlgo.test.js  (2 tests) 2ms
 ✓ Bit-Manipulation/test/IsPowerOfFour.test.js  (6 tests) 3ms
 ✓ Conversions/test/RomanToDecimal.test.js  (3 tests) 4ms
 ✓ Bit-Manipulation/test/UniqueElementInAnArray.test.js  (2 tests) 1ms
 ✓ Maths/test/EulersTotient.test.js  (2 tests) 3ms
 ✓ Maths/test/AliquotSum.test.js  (3 tests) 3ms
 ✓ Data-Structures/Queue/test/QueueUsing2Stacks.test.js  (1 test) 1ms
 ✓ Project-Euler/test/Problem004.test.js  (2 tests) 16ms
 ✓ Sorts/test/BinaryInsertionSort.test.js  (1 test) 3ms
 ✓ Project-Euler/test/Problem018.test.js  (2 tests) 3ms
 ✓ Dynamic-Programming/tests/UniquePaths.test.js  (2 tests) 2ms
 ✓ Maths/test/PerfectNumber.test.js  (2 tests) 1ms
 ✓ Data-Structures/Array/test/Reverse.test.js  (3 tests) 3ms
 ✓ Maths/test/WhileLoopFactorial.test.js  (4 tests) 3ms
 ✓ Maths/test/PiApproximationMonteCarlo.test.js  (1 test) 7ms
 ✓ String/test/ZFunction.test.js  (1 test) 3ms
 ✓ Project-Euler/test/Problem009.test.js  (1 test) 240ms
 ✓ Maths/test/CollatzSequence.test.js  (1 test) 2ms
 ✓ String/test/Upper.test.js  (1 test) 3ms
 ✓ Maths/test/ModularBinaryExponentiationRecursive.test.js  (1 test) 1ms
 ✓ Maths/test/Factors.test.js  (6 tests) 2ms
 ✓ Backtracking/tests/GenerateParentheses.test.js  (1 test) 4ms
 ✓ Conversions/test/LitersToImperialGallons.test.js  (1 test) 1ms
 ✓ Conversions/test/LitersToUSGallons.test.js  (1 test) 2ms
 ✓ Conversions/test/OuncesToKilogram.test.js  (1 test) 2ms
 ✓ Bit-Manipulation/test/LogTwo.test.js  (99 tests) 7ms
 ✓ Project-Euler/test/Problem012.test.js  (1 test) 1752ms
 ✓ Project-Euler/test/Problem044.test.js  (4 tests) 8754ms

 Test Files  339 passed (339)
      Tests  11930 passed (11930)
   Start at  00:50:30
   Duration  13.70s (transform 1.25s, setup 8ms, collect 3.21s, tests 16.64s, environment 44ms, prepare 20.86s)

